Record Date,Country - Currency Description,Exchange Rate,Effective Date
2020-09-30,Costa Rica-Colon,601.0,2020-09-30
2020-06-30,Costa Rica-Colon,577.0,2020-06-30
2020-03-31,Costa Rica-Colon,580.0,2020-03-31
2019-12-31,Costa Rica-Colon,569.65,2019-12-31
2019-09-30,COSTA RICA-COLON,579.9,2019-09-30
2019-06-30,COSTA RICA-COLON,581.3,2019-06-30
2019-03-31,COSTA RICA-COLON,600.7,2019-03-31
2018-12-31,COSTA RICA-COLON,603.5,2018-12-31
2018-09-30,COSTA RICA-COLON,577.2,2018-09-30
2018-06-30,COSTA RICA-COLON,566.0,2018-06-30
2018-03-31,COSTA RICA-COLON,563.15,2018-03-31
2017-12-31,COSTA RICA-COLON,564.0,2017-12-31
2017-09-30,COSTA RICA-COLON,569.62,2017-09-30
2017-06-30,COSTA RICA-COLON,561.59,2017-06-30
2017-03-31,COSTA RICA-COLON,550.05,2017-03-31
2016-12-31,COSTA RICA-COLON,546.0,2016-12-31
2016-09-30,COSTA RICA-COLON,546.33,2016-09-30
2016-06-30,COSTA RICA-COLON,545.5,2016-06-30
2016-03-31,COSTA RICA-COLON,529.59,2016-03-31
2015-12-31,COSTA RICA-COLON,531.94,2015-12-31
2015-09-30,COSTA RICA-COLON,530.0,2015-09-30
2015-06-30,COSTA RICA-COLON,531.97,2015-06-30
2015-03-31,COSTA RICA-COLON,527.36,2015-03-31
2024-12-31,Cote D'ivoire-CFA Franc,626.0,2024-12-31
2024-09-30,Cote D'ivoire-CFA Franc,585.75,2024-09-30
2024-06-30,Cote D'ivoire-CFA Franc,609.0,2024-06-30
2024-03-31,Cote D'ivoire-CFA Franc,603.75,2024-03-31
2023-12-31,Cote D'ivoire-CFA Franc,589.0,2023-12-31
2023-09-30,Cote D'ivoire-CFA Franc,615.0,2023-09-30
2023-06-30,Cote D'ivoire-CFA Franc,628.64,2023-06-30
2023-03-31,Cote D'ivoire-CFA Franc,600.45,2023-03-31
2022-12-31,Cote D'ivoire-CFA Franc,614.84,2022-12-31
2022-09-30,Cote D'ivoire-CFA Franc,673.48,2022-09-30
2022-06-30,Cote D'ivoire-CFA Franc,621.25,2022-06-30
2022-03-31,Cote D'ivoire-CFA Franc,584.0,2022-03-31
2021-12-31,Cote D'ivoire-CFA Franc,581.84,2021-12-31
2021-09-30,Cote D'ivoire-CFA Franc,569.49,2021-09-30
2021-06-30,Cote D'ivoire-CFA Franc,553.27,2021-06-30
2021-03-31,Cote D'ivoire-CFA Franc,562.06,2021-03-31
2020-12-31,Cote D'ivoire-CFA Franc,529.0,2020-12-31
2020-09-30,Cote D'ivoire-CFA Franc,556.0,2020-09-30
2020-06-30,Cote D'ivoire-CFA Franc,593.02,2020-06-30
2020-03-31,Cote D'ivoire-CFA Franc,589.0,2020-03-31
2019-12-31,Cote D'ivoire-CFA Franc,582.0,2019-12-31
2019-09-30,COTE D'IVOIRE-CFA FRANC,596.0,2019-09-30
2019-06-30,COTE D'IVOIRE-CFA FRANC,573.5,2019-06-30
2019-03-31,COTE D'IVOIRE-CFA FRANC,576.45,2019-03-31
2018-12-31,COTE D'IVOIRE-CFA FRANC,568.65,2018-12-31
2018-09-30,COTE D'IVOIRE-CFA FRANC,556.92,2018-09-30
2018-06-30,COTE D'IVOIRE-CFA FRANC,580.14,2018-06-30
2018-03-31,COTE D'IVOIRE-CFA FRANC,529.3,2018-03-31
2017-12-31,COTE D'IVOIRE-CFA FRANC,562.33,2017-12-31
2017-09-30,COTE D'IVOIRE-CFA FRANC,555.38,2017-09-30
2017-06-30,COTE D'IVOIRE-CFA FRANC,579.99,2017-06-30
2017-03-31,COTE D'IVOIRE-CFA FRANC,613.62,2017-03-31
2016-12-31,COTE D'IVOIRE-CFA FRANC,625.14,2016-12-31
2016-09-30,COTE D'IVOIRE-CFA FRANC,587.51,2016-09-30
2016-06-30,COTE D'IVOIRE-CFA FRANC,590.69,2016-06-30
2016-03-31,COTE D'IVOIRE-CFA FRANC,575.7,2016-03-31
2015-12-31,COTE D'IVOIRE-CFA FRANC,602.79,2015-12-31
2015-09-30,COTE D'IVOIRE-CFA FRANC,585.31,2015-09-30
2015-06-30,COTE D'IVOIRE-CFA FRANC,586.93,2015-06-30
2015-03-31,COTE D'IVOIRE-CFA FRANC,606.41,2015-03-31
2024-12-31,Croatia-Euro,0.961,2024-12-31
2024-12-31,Croatia-KUNA,0.961,2024-12-31
2022-12-31,Croatia-Euro,0.925,2023-01-13
2022-12-31,Croatia-KUNA,6.87,2022-12-31
2022-09-30,Croatia-KUNA,7.63,2022-09-30
2022-06-30,Croatia-KUNA,6.93,2022-06-30
2022-03-31,Croatia-KUNA,6.6,2022-03-31
2021-12-31,Croatia-KUNA,6.45,2021-12-31
2021-09-30,Croatia-KUNA,6.25,2021-09-30
2021-06-30,Croatia-KUNA,6.11,2021-06-30
2021-03-31,Croatia-KUNA,6.26,2021-03-31
2020-12-31,Croatia-KUNA,5.95,2020-12-31
2020-09-30,Croatia-KUNA,6.32,2020-09-30
2020-06-30,Croatia-KUNA,6.55,2020-06-30
2020-03-31,Croatia-KUNA,6.77,2020-03-31
2019-12-31,Croatia-KUNA,6.49,2019-12-31
2019-09-30,CROATIA-KUNA,6.62,2019-09-30
2019-06-30,CROATIA-KUNA,6.35,2019-06-30
2019-03-31,CROATIA-KUNA,6.47,2019-03-31
2018-12-31,CROATIA-KUNA,6.31,2018-12-31
2018-09-30,CROATIA-KUNA,6.18,2018-09-30
2018-06-30,CROATIA-KUNA,6.22,2018-06-30
2018-03-31,CROATIA-KUNA,5.9,2018-03-31
2017-12-31,CROATIA-KUNA,6.23,2017-12-31
2017-09-30,CROATIA-KUNA,6.21,2017-09-30
2017-06-30,CROATIA-KUNA,6.31,2017-06-30
2017-03-31,CROATIA-KUNA,6.75,2017-03-31
2016-12-31,CROATIA-KUNA,7.05,2016-12-31
2016-09-30,CROATIA-KUNA,6.51,2016-09-30
2016-06-30,CROATIA-KUNA,6.6,2016-06-30
2016-03-31,CROATIA-KUNA,6.54,2016-03-31
2015-12-31,CROATIA-KUNA,6.82,2015-12-31
2015-09-30,CROATIA-KUNA,6.67,2015-09-30
2015-06-30,CROATIA-KUNA,6.67,2015-06-30
2015-03-31,CROATIA-KUNA,6.9,2015-03-31
2024-12-31,Cross Border-Euro,0.92,2024-12-31
2021-12-31,Cross Border-Euro,0.882,2021-12-31
2021-09-30,Cross Border-Euro,0.864,2021-09-30
2020-09-30,Cross Border-Euro,0.854,2020-09-30
2020-06-30,Cross Border-Euro,0.893,2020-06-30
2020-03-31,Cross Border-Euro,0.914,2020-03-31
2019-12-31,Cross Border-Euro,0.89,2019-12-31
2019-09-30,Cross Border-Euro,0.917,2019-09-30
2024-12-31,Cuba-Chavito,1.0,2024-12-31
2024-12-31,Cuba-Peso,24.0,2024-12-31
2024-09-30,Cuba-Chavito,1.0,2024-09-30
2024-09-30,Cuba-Peso,24.0,2024-09-30
2024-06-30,Cuba-Chavito,1.0,2024-06-30
2024-06-30,Cuba-Peso,24.0,2024-06-30
2024-03-31,Cuba-Chavito,1.0,2024-03-31
2024-03-31,Cuba-Peso,24.0,2024-03-31
2023-12-31,Cuba-Chavito,1.0,2023-12-31
2023-12-31,Cuba-Peso,24.0,2023-12-31
2023-09-30,Cuba-Chavito,1.0,2023-09-30
2023-09-30,Cuba-Peso,24.0,2023-09-30
2023-06-30,Cuba-Chavito,1.0,2023-06-30
2023-06-30,Cuba-Peso,24.0,2023-06-30
2023-03-31,Cuba-Chavito,1.0,2023-03-31
2023-03-31,Cuba-Peso,24.0,2023-03-31
2022-12-31,Cuba-Chavito,1.0,2022-12-31
2022-12-31,Cuba-Peso,24.0,2022-12-31
2022-09-30,Cuba-Chavito,1.0,2022-09-30
2022-09-30,Cuba-Peso,24.0,2022-09-30
2022-06-30,Cuba-Chavito,1.0,2022-06-30
2022-06-30,Cuba-Peso,24.0,2022-06-30
2022-03-31,Cuba-Peso,24.0,2022-04-15
2022-03-31,Cuba-Chavito,1.0,2022-03-31
2022-03-31,Cuba-Peso,1.0,2022-03-31
2021-12-31,Cuba-Chavito,1.0,2021-12-31
2021-12-31,Cuba-Peso,24.0,2021-12-31
2021-09-30,Cuba-Chavito,1.0,2021-09-30
2021-09-30,Cuba-Peso,24.0,2021-09-30
2021-06-30,Cuba-Chavito,1.0,2021-06-30
2021-06-30,Cuba-Peso,24.0,2021-06-30
2021-03-31,Cuba-Chavito,1.0,2021-03-31
2021-03-31,Cuba-Peso,24.0,2021-03-31
2020-12-31,Cuba-Chavito,1.0,2020-12-31
2020-09-30,Cuba-Chavito,1.0,2020-09-30
2020-06-30,Cuba-Chavito,1.0,2020-06-30
2020-03-31,Cuba-Chavito,1.0,2020-03-31
2019-12-31,Cuba-Chavito,1.0,2019-12-31
2019-09-30,CUBA-Chavito,1.0,2019-09-30
2019-06-30,CUBA-PESO,1.0,2019-06-30
2019-03-31,CUBA-PESO,1.0,2019-03-31
2018-12-31,CUBA-PESO,1.0,2018-12-31
2018-09-30,CUBA-PESO,1.0,2018-09-30
2018-06-30,CUBA-PESO,1.0,2018-06-30
2018-03-31,CUBA-PESO,1.0,2018-03-31
2017-12-31,CUBA-PESO,1.0,2017-12-31
2017-09-30,CUBA-PESO,1.0,2017-09-30
2017-06-30,CUBA-PESO,1.0,2017-06-30
2017-03-31,CUBA-PESO,1.0,2017-03-31
2016-12-31,CUBA-PESO,1.0,2016-12-31
2016-09-30,CUBA-PESO,1.0,2016-09-30
2016-06-30,CUBA-PESO,1.0,2016-06-30
2016-03-31,CUBA-PESO,1.0,2016-03-31
2015-12-31,CUBA-PESO,1.0,2015-12-31
2015-09-30,CUBA-PESO,1.0,2015-09-30
2015-06-30,CUBA-PESO,1.0,2015-06-30
2015-03-31,CUBA-PESO,1.0,2015-03-31
2024-12-31,Cyprus-Euro,0.961,2024-12-31
2023-12-31,Cyprus-Euro,0.905,2023-12-31
2023-06-30,Cyprus-Euro,0.92,2023-06-30
2021-12-31,Cyprus-Euro,0.882,2021-12-31
2021-09-30,Cyprus-Euro,0.864,2021-09-30
2020-09-30,Cyprus-Euro,0.854,2020-09-30
2020-06-30,Cyprus-Euro,0.893,2020-06-30
2020-03-31,Cyprus-Euro,0.914,2020-03-31
2019-12-31,Cyprus-Euro,0.89,2019-12-31
2019-09-30,CYPRUS-EURO,0.917,2019-09-30
2019-06-30,CYPRUS-EURO,0.829,2019-06-30
2019-03-31,CYPRUS-EURO,0.89,2019-03-31
2018-12-31,CYPRUS-EURO,0.872,2018-12-31
2018-09-30,CYPRUS-EURO,0.863,2018-09-30
2018-06-30,CYPRUS-EURO,0.858,2018-06-30
2018-03-31,CYPRUS-EURO,0.811,2018-03-31
2017-12-31,CYPRUS-EURO,0.833,2017-12-31
2017-09-30,CYPRUS-EURO,0.847,2017-09-30
2017-06-30,CYPRUS-EURO,0.877,2017-06-30
2017-03-31,CYPRUS-EURO,0.936,2017-03-31
2016-12-31,CYPRUS-EURO,0.949,2016-12-31
2016-09-30,CYPRUS-EURO,0.896,2016-09-30
2016-06-30,CYPRUS-EURO,0.9,2016-06-30
2016-03-31,CYPRUS-EURO,0.878,2016-03-31
2015-12-31,CYPRUS-EURO,0.919,2015-12-31
2015-09-30,CYPRUS-EURO,0.892,2015-09-30
2015-06-30,CYPRUS-EURO,0.895,2015-06-30
2015-03-31,CYPRUS-EURO,0.93,2015-03-31
2018-12-31,CZECH-KORUNA,21.941,2018-12-31
2018-09-30,CZECH-KORUNA,21.278,2018-09-30
2018-06-30,CZECH-KORUNA,21.732,2018-06-30
2018-03-31,CZECH-KORUNA,20.158,2018-03-31
2017-12-31,CZECH-KORUNA,20.884,2017-12-31
2017-09-30,CZECH-KORUNA,21.54,2017-09-30
2017-06-30,CZECH-KORUNA,22.374,2017-06-30
2017-03-31,CZECH-KORUNA,24.809,2017-03-31
2016-12-31,CZECH-KORUNA,25.045,2016-12-31
2016-09-30,CZECH-KORUNA,23.52,2016-09-30
2016-06-30,CZECH-KORUNA,23.821,2016-06-30
2016-03-31,CZECH-KORUNA,23.409,2016-03-31
2015-12-31,CZECH-KORUNA,24.203,2015-12-31
2015-09-30,CZECH-KORUNA,23.636,2015-09-30
2015-06-30,CZECH-KORUNA,23.911,2015-06-30
2015-03-31,CZECH-KORUNA,24.924,2015-03-31
2024-12-31,Czech Republic-Koruna,23.538,2024-12-31
2024-09-30,Czech Republic-Koruna,21.912,2024-09-30
2024-06-30,Czech Republic-Koruna,22.817,2024-06-30
2024-03-31,Czech Republic-Koruna,22.77,2024-03-31
2023-12-31,Czech Republic-Koruna,21.731,2023-12-31
2023-09-30,Czech Republic-Koruna,22.389,2023-09-30
2023-06-30,Czech Republic-Koruna,21.245,2023-06-30
2023-03-31,Czech Republic-Koruna,20.998,2023-03-31
2022-12-31,Czech Republic-Koruna,22.102,2022-12-31
2019-09-30,CZECH REPUBLIC-KORUNA,23.054,2019-09-30
2019-06-30,CZECH REPUBLIC-KORUNA,21.829,2019-06-30
2019-03-31,CZECH REPUBLIC-KORUNA,22.415,2019-03-31
2018-12-31,CZECH REPUBLIC-KORUNA,21.941,2018-12-31
2022-09-30,Czech. Republic-Koruna,24.371,2022-09-30
2022-06-30,Czech. Republic-Koruna,23.038,2022-06-30
2022-03-31,Czech. Republic-Koruna,21.279,2022-03-31
2021-12-31,Czech. Republic-Koruna,21.417,2021-12-31
2021-09-30,Czech. Republic-Koruna,21.392,2021-09-30
2021-06-30,Czech. Republic-Koruna,20.858,2021-06-30
2021-03-31,Czech. Republic-Koruna,21.582,2021-03-31
2020-12-31,Czech. Republic-Koruna,20.754,2020-12-31
2020-09-30,Czech. Republic-Koruna,22.724,2020-09-30
2020-06-30,Czech. Republic-Koruna,23.183,2020-06-30
2020-03-31,Czech. Republic-Koruna,24.096,2020-03-31
2019-12-31,Czech. Republic-Koruna,22.165,2019-12-31
2024-12-31,Dem. Rep. of Congo-Congolese Franc,2843.0,2024-12-31
2024-09-30,Dem. Rep. of Congo-Congolese Franc,2836.0,2024-09-30
2024-06-30,Dem. Rep. of Congo-Congolese Franc,2834.0,2024-06-30
2024-03-31,Dem. Rep. of Congo-Congolese Franc,2760.0,2024-03-31
2023-12-31,Dem. Rep. of Congo-Congolese Franc,2660.0,2023-12-31
2023-09-30,Dem. Rep. of Congo-Congolese Franc,2477.0,2023-09-30
2023-06-30,Dem. Rep. of Congo-Congolese Franc,2383.0,2023-06-30
2023-03-31,Dem. Rep. of Congo-Congolese Franc,2305.0,2023-05-31
2023-03-31,Dem. Rep. of Congo-Congolese Franc,2070.0,2023-03-31
2022-12-31,Dem. Rep. of Congo-Congolese Franc,2012.0,2022-12-31
2022-09-30,Dem. Rep. of Congo-Franc,1998.5,2022-09-30
2022-06-30,Dem. Rep. of Congo-Franc,1994.14,2022-06-30
2022-03-31,Dem. Rep. of Congo-Franc,1995.14,2022-03-31
2021-12-31,Dem. Rep. of Congo-Franc,1987.8,2021-12-31
2021-09-30,Dem. Rep. of Congo-Franc,1970.9,2021-09-30
2021-06-30,Dem. Rep. of Congo-Franc,1983.0,2021-06-30
2021-03-31,Dem. Rep. of Congo-Franc,1976.8,2021-03-31
2020-12-31,Dem. Rep. of Congo-Franc,1966.48,2020-12-31
2020-09-30,Dem. Rep. of Congo-Franc,1955.32,2020-09-30
2020-06-30,Dem. Rep. of Congo-Franc,1840.0,2020-06-30
2020-03-31,Dem. Rep. of Congo-Franc,1700.0,2020-03-31
2019-12-31,Dem. Rep. of Congo-Franc,1650.0,2019-12-31
2019-09-30,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1650.0,2019-09-30
2019-06-30,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1650.0,2019-06-30
2019-03-31,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1630.0,2019-03-31
2018-12-31,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1630.0,2018-12-31
2024-12-31,Denmark-Krone,7.17,2024-12-31
2024-09-30,Denmark-Krone,6.658,2024-09-30
2024-06-30,Denmark-Krone,6.971,2024-06-30
2024-03-31,Denmark-Krone,6.914,2024-03-31
2023-12-31,Denmark-Krone,6.744,2023-12-31
2023-09-30,Denmark-Krone,7.038,2023-09-30
2023-06-30,Denmark-Krone,6.854,2023-06-30
2023-03-31,Denmark-Krone,6.85,2023-03-31
2022-12-31,Denmark-Krone,6.959,2022-12-31
2022-09-30,Denmark-Krone,7.629,2022-09-30
2022-06-30,Denmark-Krone,7.157,2022-06-30
2022-03-31,Denmark-Krone,6.7,2022-03-31
2021-12-31,Denmark-Krone,6.556,2021-12-31
2021-09-30,Denmark-Krone,6.424,2021-09-30
2021-06-30,Denmark-Krone,6.258,2021-06-30
2021-03-31,Denmark-Krone,6.34,2021-03-31
2020-12-31,Denmark-Krone,6.065,2020-12-31
2020-09-30,Denmark-Krone,6.36,2020-09-30
2020-06-30,Denmark-Krone,6.657,2020-06-30
2020-03-31,Denmark-Krone,6.825,2020-03-31
2019-12-31,Denmark-Krone,6.652,2019-12-31
2019-09-30,DENMARK-KRONE,6.851,2019-09-30
2019-06-30,DENMARK-KRONE,6.562,2019-06-30
2019-03-31,DENMARK-KRONE,6.646,2019-03-31
2018-12-31,DENMARK-KRONE,6.517,2018-12-31
2018-09-30,DENMARK-KRONE,6.438,2018-09-30
2018-06-30,DENMARK-KRONE,6.393,2018-06-30
2018-03-31,DENMARK-KRONE,6.046,2018-03-31
2017-12-31,DENMARK-KRONE,6.207,2017-12-31
2017-09-30,DENMARK-KRONE,6.301,2017-09-30
2017-06-30,DENMARK-KRONE,6.521,2017-06-30
2017-03-31,DENMARK-KRONE,6.959,2017-03-31
2016-12-31,DENMARK-KRONE,7.054,2016-12-31
2016-09-30,DENMARK-KRONE,6.675,2016-09-30
2016-06-30,DENMARK-KRONE,6.697,2016-06-30
2016-03-31,DENMARK-KRONE,6.539,2016-03-31
2015-12-31,DENMARK-KRONE,6.856,2015-12-31
2015-09-30,DENMARK-KRONE,6.654,2015-09-30
2015-06-30,DENMARK-KRONE,6.675,2015-06-30
2015-03-31,DENMARK-KRONE,6.949,2015-03-31
2024-12-31,Djibouti-Franc,177.0,2024-12-31
2024-09-30,Djibouti-Franc,177.0,2024-09-30
2024-06-30,Djibouti-Franc,177.0,2024-06-30
2024-03-31,Djibouti-Franc,177.0,2024-03-31
2023-12-31,Djibouti-Franc,177.0,2023-12-31
2023-09-30,Djibouti-Franc,177.0,2023-09-30
2023-06-30,Djibouti-Franc,177.0,2023-06-30
2023-03-31,Djibouti-Franc,177.0,2023-03-31
2022-12-31,Djibouti-Franc,177.0,2022-12-31
2022-09-30,Djibouti-Franc,177.0,2022-09-30
2022-06-30,Djibouti-Franc,177.0,2022-06-30
2022-03-31,Djibouti-Franc,177.0,2022-03-31
2021-12-31,Djibouti-Franc,177.0,2021-12-31
2021-09-30,Djibouti-Franc,177.0,2021-09-30
2021-06-30,Djibouti-Franc,177.0,2021-06-30
2021-03-31,Djibouti-Franc,177.0,2021-03-31
2020-12-31,Djibouti-Franc,177.0,2020-12-31
2020-09-30,Djibouti-Franc,177.0,2020-09-30
2020-06-30,Djibouti-Franc,177.0,2020-06-30
2020-03-31,Djibouti-Franc,177.0,2020-03-31
2019-12-31,Djibouti-Franc,177.0,2019-12-31
2019-09-30,DJIBOUTI-FRANC,177.0,2019-09-30
2019-06-30,DJIBOUTI-FRANC,177.0,2019-06-30
2019-03-31,DJIBOUTI-FRANC,177.0,2019-03-31
2018-12-31,DJIBOUTI-FRANC,177.0,2018-12-31
2018-09-30,DJIBOUTI-FRANC,177.0,2018-09-30
2018-06-30,DJIBOUTI-FRANC,177.0,2018-06-30
2018-03-31,DJIBOUTI-FRANC,177.0,2018-03-31
2017-12-31,DJIBOUTI-FRANC,177.0,2017-12-31
2017-09-30,DJIBOUTI-FRANC,177.0,2017-09-30
2017-06-30,DJIBOUTI-FRANC,177.0,2017-06-30
2017-03-31,DJIBOUTI-FRANC,177.0,2017-03-31
2016-12-31,DJIBOUTI-FRANC,177.0,2016-12-31
2016-09-30,DJIBOUTI-FRANC,177.0,2016-09-30
2016-06-30,DJIBOUTI-FRANC,177.0,2016-06-30
2016-03-31,DJIBOUTI-FRANC,177.0,2016-03-31
2015-12-31,DJIBOUTI-FRANC,177.0,2015-12-31
2015-09-30,DJIBOUTI-FRANC,177.0,2015-09-30
2015-06-30,DJIBOUTI-FRANC,177.0,2015-06-30
2015-03-31,DJIBOUTI-FRANC,177.0,2015-03-31
2024-12-31,Dominican Republic-Peso,60.71,2024-12-31
2024-09-30,Dominican Republic-Peso,60.02,2024-09-30
2024-06-30,Dominican Republic-Peso,59.03,2024-06-30
2024-03-31,Dominican Republic-Peso,58.99,2024-03-31
2023-12-31,Dominican Republic-Peso,57.9,2023-12-31
2023-09-30,Dominican Republic-Peso,56.58,2023-09-30
2023-06-30,Dominican Republic-Peso,55.03,2023-06-30
2023-03-31,Dominican Republic-Peso,54.76,2023-03-31
2022-12-31,Dominican Republic-Peso,55.72,2022-12-31
2022-09-30,Dominican Republic-Peso,53.31,2022-09-30
2022-06-30,Dominican Republic-Peso,54.48,2022-06-30
2022-03-31,Dominican Republic-Peso,54.7,2022-03-31
2021-12-31,Dominican Republic-Peso,56.79,2021-12-31
2021-09-30,Dominican Republic-Peso,56.53,2021-09-30
2021-06-30,Dominican Republic-Peso,56.83,2021-06-30
2021-03-31,Dominican Republic-Peso,56.83,2021-03-31
2020-12-31,Dominican Republic-Peso,58.14,2020-12-31
2020-09-30,Dominican Republic-Peso,58.14,2020-09-30
2020-06-30,Dominican Republic-Peso,58.14,2020-06-30
2020-03-31,Dominican Republic-Peso,53.45,2020-03-31
2019-12-31,Dominican Republic-Peso,52.66,2019-12-31
2019-09-30,DOMINICAN REPUBLIC-PESO,51.89,2019-09-30
2019-06-30,DOMINICAN REPUBLIC-PESO,50.45,2019-06-30
2019-03-31,DOMINICAN REPUBLIC-PESO,50.2,2019-03-31
2018-12-31,DOMINICAN REPUBLIC-PESO,49.94,2018-12-31
2018-09-30,DOMINICAN REPUBLIC-PESO,49.69,2018-09-30
2018-06-30,DOMINICAN REPUBLIC-PESO,49.18,2018-06-30
2018-03-31,DOMINICAN REPUBLIC-PESO,49.18,2018-03-31
2017-12-31,DOMINICAN REPUBLIC-PESO,48.11,2017-12-31
2017-09-30,DOMINICAN REPUBLIC-PESO,47.62,2017-09-30
2017-06-30,DOMINICAN REPUBLIC-PESO,47.38,2017-06-30
2017-03-31,DOMINICAN REPUBLIC-PESO,47.14,2017-03-31
2016-12-31,DOMINICAN REPUBLIC-PESO,46.59,2016-12-31
2016-09-30,DOMINICAN REPUBLIC-PESO,46.12,2016-09-30
2016-06-30,DOMINICAN REPUBLIC-PESO,45.87,2016-06-30
2016-03-31,DOMINICAN REPUBLIC-PESO,45.64,2016-03-31
2015-12-31,DOMINICAN REPUBLIC-PESO,45.4,2015-12-31
2015-09-30,DOMINICAN REPUBLIC-PESO,45.17,2015-09-30
2015-06-30,DOMINICAN REPUBLIC-PESO,44.65,2015-06-30
2015-03-31,DOMINICAN REPUBLIC-PESO,44.65,2015-03-31
2024-12-31,Ecuador-Dolares,1.0,2024-12-31
2024-09-30,Ecuador-Dolares,1.0,2024-09-30
2024-06-30,Ecuador-Dolares,1.0,2024-06-30
2024-03-31,Ecuador-Dolares,1.0,2024-03-31
2023-12-31,Ecuador-Dolares,1.0,2023-12-31
2023-09-30,Ecuador-Dolares,1.0,2023-09-30
2023-06-30,Ecuador-Dolares,1.0,2023-06-30
2023-03-31,Ecuador-Dolares,1.0,2023-03-31
2022-12-31,Ecuador-Dolares,1.0,2022-12-31
2022-09-30,Ecuador-Dolares,1.0,2022-09-30
2022-06-30,Ecuador-Dolares,1.0,2022-06-30
2022-03-31,Ecuador-Dolares,1.0,2022-03-31
2021-12-31,Ecuador-Dolares,1.0,2021-12-31
2021-09-30,Ecuador-Dolares,1.0,2021-09-30
2021-06-30,Ecuador-Dolares,1.0,2021-06-30
2021-03-31,Ecuador-Dolares,1.0,2021-03-31
2020-12-31,Ecuador-Dolares,1.0,2020-12-31
2020-09-30,Ecuador-Dolares,1.0,2020-09-30
2020-06-30,Ecuador-Dolares,1.0,2020-06-30
2020-03-31,Ecuador-Dolares,1.0,2020-03-31
2019-12-31,Ecuador-Dolares,1.0,2019-12-31
2019-09-30,ECUADOR-DOLARES,1.0,2019-09-30
2019-06-30,ECUADOR-DOLARES,1.0,2019-06-30
2019-03-31,ECUADOR-DOLARES,1.0,2019-03-31
2018-12-31,ECUADOR-DOLARES,1.0,2018-12-31
2018-09-30,ECUADOR-DOLARES,1.0,2018-09-30
2018-06-30,ECUADOR-DOLARES,1.0,2018-06-30
2018-03-31,ECUADOR-DOLARES,1.0,2018-03-31
2017-12-31,ECUADOR-DOLARES,1.0,2017-12-31
2017-09-30,ECUADOR-DOLARES,1.0,2017-09-30
2017-06-30,ECUADOR-DOLARES,1.0,2017-06-30
2017-03-31,ECUADOR-DOLARES,1.0,2017-03-31
2016-12-31,ECUADOR-DOLARES,1.0,2016-12-31
2016-09-30,ECUADOR-DOLARES,1.0,2016-09-30
2016-06-30,ECUADOR-DOLARES,1.0,2016-06-30
2016-03-31,ECUADOR-DOLARES,1.0,2016-03-31
2015-12-31,ECUADOR-DOLARES,1.0,2015-12-31
2015-09-30,ECUADOR-DOLARES,1.0,2015-09-30
2015-06-30,ECUADOR-DOLARES,1.0,2015-06-30
2015-03-31,ECUADOR-DOLARES,1.0,2015-03-31
2024-12-31,Egypt-Pound,50.79,2024-12-31
2024-09-30,Egypt-Pound,48.23,2024-09-30
2024-06-30,Egypt-Pound,47.98,2024-06-30
2024-03-31,Egypt-Pound,47.35,2024-03-31
2023-12-31,Egypt-Pound,47.75,2024-03-14
2023-12-31,Egypt-Pound,30.9,2023-12-31
2023-09-30,Egypt-Pound,30.85,2023-09-30
2023-06-30,Egypt-Pound,30.85,2023-06-30
2023-03-31,Egypt-Pound,30.75,2023-03-31
2022-12-31,Egypt-Pound,29.5,2023-01-13
2022-12-31,Egypt-Pound,24.74,2022-12-31
2022-09-30,Egypt-Pound,24.15,2022-10-31
2022-09-30,Egypt-Pound,19.49,2022-09-30
2022-06-30,Egypt-Pound,18.76,2022-06-30
2022-03-31,Egypt-Pound,18.21,2022-03-31
2021-12-31,Egypt-Pound,15.68,2021-12-31
2021-09-30,Egypt-Pound,15.71,2021-09-30
2021-06-30,Egypt-Pound,15.63,2021-06-30
2021-03-31,Egypt-Pound,15.68,2021-03-31
2020-12-31,Egypt-Pound,15.69,2020-12-31
2020-09-30,Egypt-Pound,15.71,2020-09-30
2020-06-30,Egypt-Pound,16.148,2020-06-30
2020-03-31,Egypt-Pound,15.75,2020-03-31
2019-12-31,Egypt-Pound,16.0,2019-12-31
2019-09-30,EGYPT-POUND,16.265,2019-09-30
2019-06-30,EGYPT-POUND,16.66,2019-06-30
2019-03-31,EGYPT-POUND,17.28,2019-03-31
2018-12-31,EGYPT-POUND,17.89,2018-12-31
2018-09-30,EGYPT-POUND,17.88,2018-09-30
2018-06-30,EGYPT-POUND,17.84,2018-06-30
2018-03-31,EGYPT-POUND,17.58,2018-03-31
2017-12-31,EGYPT-POUND,17.73,2017-12-31
2017-09-30,EGYPT-POUND,17.63,2017-09-30
2017-06-30,EGYPT-POUND,18.07,2017-06-30
2017-03-31,EGYPT-POUND,18.2,2017-03-31
2016-12-31,EGYPT-POUND,18.0,2016-12-31
2016-09-30,EGYPT-POUND,8.88,2016-09-30
2016-06-30,EGYPT-POUND,8.88,2016-06-30
2016-03-31,EGYPT-POUND,8.88,2016-03-31
2015-12-31,EGYPT-POUND,7.83,2015-12-31
2015-09-30,EGYPT-POUND,7.83,2015-09-30
