Record Date,Country - Currency Description,Exchange Rate,Effective Date
2018-03-31,NIGERIA-NAIRA,359.0,2018-03-31
2017-12-31,NIGERIA-NAIRA,359.0,2017-12-31
2017-09-30,NIGERIA-NAIRA,359.0,2017-09-30
2017-06-30,NIGERIA-NAIRA,366.0,2017-06-30
2017-03-31,NIGERIA-NAIRA,314.5,2017-03-31
2016-12-31,NIGERIA-NAIRA,304.2,2016-12-31
2016-09-30,NIGERIA-NAIRA,321.75,2016-09-30
2016-06-30,NIGERIA-NAIRA,282.5,2016-06-30
2016-03-31,NIGERIA-NAIRA,199.0,2016-03-31
2015-12-31,NIGERIA-NAIRA,198.9,2015-12-31
2015-09-30,NIGERIA-NAIRA,198.0,2015-09-30
2015-06-30,NIGERIA-NAIRA,198.9,2015-06-30
2015-03-31,NIGERIA-NAIRA,199.0,2015-03-31
2024-12-31,Norway-Krone,11.322,2024-12-31
2024-09-30,Norway-Krone,10.522,2024-09-30
2024-06-30,Norway-Krone,10.657,2024-06-30
2024-03-31,Norway-Krone,10.862,2024-03-31
2023-12-31,Norway-Krone,10.166,2023-12-31
2023-09-30,Norway-Krone,10.623,2023-09-30
2023-06-30,Norway-Krone,10.769,2023-06-30
2023-03-31,Norway-Krone,10.459,2023-03-31
2022-12-31,Norway-Krone,9.831,2022-12-31
2022-09-30,Norway-Krone,10.819,2022-09-30
2022-06-30,Norway-Krone,9.941,2022-06-30
2022-03-31,Norway-Krone,9.823,2022-05-13
2022-03-31,Norway-Krone,8.736,2022-03-31
2021-12-31,Norway-Krone,8.778,2021-12-31
2021-09-30,Norway-Krone,8.801,2021-09-30
2021-06-30,Norway-Krone,8.56,2021-06-30
2021-03-31,Norway-Krone,8.511,2021-03-31
2020-12-31,Norway-Krone,8.53,2020-12-31
2020-09-30,Norway-Krone,9.478,2020-09-30
2020-06-30,Norway-Krone,9.739,2020-06-30
2020-03-31,Norway-Krone,10.47,2020-03-31
2019-12-31,Norway-Krone,10.243,2019-12-31
2019-09-30,NORWAY-KRONE,9.088,2019-09-30
2019-06-30,NORWAY-KRONE,8.52,2019-06-30
2019-03-31,NORWAY-KRONE,8.614,2019-03-31
2018-12-31,NORWAY-KRONE,8.68,2018-12-31
2018-09-30,NORWAY-KRONE,8.171,2018-09-30
2018-06-30,NORWAY-KRONE,8.151,2018-06-30
2018-03-31,NORWAY-KRONE,7.83,2018-03-31
2017-12-31,NORWAY-KRONE,8.196,2017-12-31
2017-09-30,NORWAY-KRONE,7.968,2017-09-30
2017-06-30,NORWAY-KRONE,8.385,2017-06-30
2017-03-31,NORWAY-KRONE,8.573,2017-03-31
2016-12-31,NORWAY-KRONE,8.621,2016-12-31
2016-09-30,NORWAY-KRONE,8.03,2016-09-30
2016-06-30,NORWAY-KRONE,8.385,2016-06-30
2016-03-31,NORWAY-KRONE,8.272,2016-03-31
2015-12-31,NORWAY-KRONE,8.829,2015-12-31
2015-09-30,NORWAY-KRONE,8.489,2015-09-30
2015-06-30,NORWAY-KRONE,7.865,2015-06-30
2015-03-31,NORWAY-KRONE,8.089,2015-03-31
2024-12-31,Oman-Rial,0.385,2024-12-31
2024-09-30,Oman-Rial,0.384,2024-09-30
2024-06-30,Oman-Rial,0.385,2024-06-30
2024-03-31,Oman-Rial,0.385,2024-03-31
2023-12-31,Oman-Rial,0.385,2023-12-31
2023-09-30,Oman-Rial,0.385,2023-09-30
2023-06-30,Oman-Rial,0.385,2023-06-30
2023-03-31,Oman-Rial,0.385,2023-03-31
2022-12-31,Oman-Rial,0.385,2022-12-31
2022-09-30,Oman-Rial,0.385,2022-09-30
2022-06-30,Oman-Rial,0.385,2022-06-30
2022-03-31,Oman-Rial,0.384,2022-03-31
2021-12-31,Oman-Rial,0.385,2021-12-31
2021-09-30,Oman-Rial,0.384,2021-09-30
2021-06-30,Oman-Rial,0.385,2021-06-30
2021-03-31,Oman-Rial,0.385,2021-03-31
2020-12-31,Oman-Rial,0.385,2020-12-31
2020-09-30,Oman-Rial,0.385,2020-09-30
2020-06-30,Oman-Rial,0.385,2020-06-30
2020-03-31,Oman-Rial,0.385,2020-03-31
2019-12-31,Oman-Rial,0.385,2019-12-31
2019-09-30,OMAN-RIAL,0.385,2019-09-30
2019-06-30,OMAN-RIAL,0.385,2019-06-30
2019-03-31,OMAN-RIAL,0.385,2019-03-31
2018-12-31,OMAN-RIAL,0.385,2018-12-31
2018-09-30,OMAN-RIAL,0.385,2018-09-30
2018-06-30,OMAN-RIAL,0.385,2018-06-30
2018-03-31,OMAN-RIAL,0.385,2018-03-31
2017-12-31,OMAN-RIAL,0.385,2017-12-31
2017-09-30,OMAN-RIAL,0.385,2017-09-30
2017-06-30,OMAN-RIAL,0.385,2017-06-30
2017-03-31,OMAN-RIAL,0.385,2017-03-31
2016-12-31,OMAN-RIAL,0.385,2016-12-31
2016-09-30,OMAN-RIAL,0.385,2016-09-30
2016-06-30,OMAN-RIAL,0.385,2016-06-30
2016-03-31,OMAN-RIAL,0.385,2016-03-31
2015-12-31,OMAN-RIAL,0.385,2015-12-31
2015-09-30,OMAN-RIAL,0.385,2015-09-30
2015-06-30,OMAN-RIAL,0.385,2015-06-30
2015-03-31,OMAN-RIAL,0.385,2015-03-31
2024-12-31,Pakistan-Rupee,278.4,2024-12-31
2024-09-30,Pakistan-Rupee,277.7,2024-09-30
2024-06-30,Pakistan-Rupee,278.2,2024-06-30
2024-03-31,Pakistan-Rupee,277.9,2024-03-31
2023-12-31,Pakistan-Rupee,276.2,2023-12-31
2023-09-30,Pakistan-Rupee,288.3,2023-09-30
2023-06-30,Pakistan-Rupee,286.15,2023-06-30
2023-03-31,Pakistan-Rupee,283.37,2023-03-31
2022-12-31,Pakistan-Rupee,267.48,2023-01-31
2022-12-31,Pakistan-Rupee,226.4,2022-12-31
2022-09-30,Pakistan-Rupee,227.77,2022-09-30
2022-06-30,Pakistan-Rupee,238.75,2022-07-29
2022-06-30,Pakistan-Rupee,203.85,2022-06-30
2022-03-31,Pakistan-Rupee,206.2,2022-06-15
2022-03-31,Pakistan-Rupee,183.4,2022-03-31
2021-12-31,Pakistan-Rupee,177.97,2021-12-31
2021-09-30,Pakistan-Rupee,170.5,2021-09-30
2021-06-30,Pakistan-Rupee,159.75,2021-06-30
2021-03-31,Pakistan-Rupee,152.65,2021-03-31
2020-12-31,Pakistan-Rupee,159.75,2020-12-31
2020-09-30,Pakistan-Rupee,165.7,2020-09-30
2020-06-30,Pakistan-Rupee,167.2,2020-06-30
2020-03-31,Pakistan-Rupee,166.0,2020-03-31
2019-12-31,Pakistan-Rupee,154.85,2019-12-31
2019-09-30,PAKISTAN-RUPEE,156.0,2019-09-30
2019-06-30,PAKISTAN-RUPEE,157.5,2019-06-30
2019-03-31,PAKISTAN-RUPEE,140.06,2019-03-31
2018-12-31,PAKISTAN-RUPEE,138.6,2018-12-31
2018-09-30,PAKISTAN-RUPEE,122.29,2018-09-30
2018-06-30,PAKISTAN-RUPEE,121.47,2018-06-30
2018-03-31,PAKISTAN-RUPEE,115.42,2018-03-31
2017-12-31,PAKISTAN-RUPEE,110.4,2017-12-31
2017-09-30,PAKISTAN-RUPEE,105.35,2017-09-30
2017-06-30,PAKISTAN-RUPEE,104.81,2017-06-30
2017-03-31,PAKISTAN-RUPEE,104.81,2017-03-31
2016-12-31,PAKISTAN-RUPEE,104.35,2016-12-31
2016-09-30,PAKISTAN-RUPEE,104.42,2016-09-30
2016-06-30,PAKISTAN-RUPEE,104.6,2016-06-30
2016-03-31,PAKISTAN-RUPEE,104.7,2016-03-31
2015-12-31,PAKISTAN-RUPEE,104.7,2015-12-31
2015-09-30,PAKISTAN-RUPEE,104.45,2015-09-30
2015-06-30,PAKISTAN-RUPEE,101.75,2015-06-30
2015-03-31,PAKISTAN-RUPEE,101.92,2015-03-31
2024-12-31,Palau-Dollar,1.0,2024-12-31
2024-09-30,Palau-Dollar,1.0,2024-09-30
2024-06-30,Palau-Dollar,1.0,2024-06-30
2024-03-31,Palau-Dollar,1.0,2024-03-31
2023-12-31,Palau-Dollar,1.0,2023-12-31
2023-09-30,Palau-Dollar,1.0,2023-09-30
2023-06-30,Palau-Dollar,1.0,2023-06-30
2023-03-31,Palau-Dollar,1.0,2023-03-31
2022-12-31,Palau-Dollar,1.0,2022-12-31
2019-09-30,PALAU-DOLLAR,1.0,2019-09-30
2019-06-30,PALAU-DOLLAR,1.0,2019-06-30
2019-03-31,PALAU-DOLLAR,1.0,2019-03-31
2018-12-31,PALAU-DOLLAR,1.0,2018-12-31
2018-09-30,PALAU-DOLLAR,1.0,2018-09-30
2018-06-30,PALAU-DOLLAR,1.0,2018-06-30
2018-03-31,PALAU-DOLLAR,1.0,2018-03-31
2017-12-31,PALAU-DOLLAR,1.0,2017-12-31
2017-09-30,PALAU-DOLLAR,1.0,2017-09-30
2017-06-30,PALAU-DOLLAR,1.0,2017-06-30
2017-03-31,PALAU-DOLLAR,1.0,2017-03-31
2016-12-31,PALAU-DOLLAR,1.0,2016-12-31
2016-09-30,PALAU-DOLLAR,1.0,2016-09-30
2016-06-30,PALAU-DOLLAR,1.0,2016-06-30
2016-03-31,PALAU-DOLLAR,1.0,2016-03-31
2015-12-31,PALAU-DOLLAR,1.0,2015-12-31
2015-09-30,PALAU-DOLLAR,1.0,2015-09-30
2015-06-30,PALAU-DOLLAR,1.0,2015-06-30
2015-03-31,PALAU-DOLLAR,1.0,2015-03-31
2024-12-31,Panama-Balboa,283.37,2024-12-31
2024-12-31,Panama-Dolares,1.0,2024-12-31
2024-09-30,Panama-Dolares,1.0,2024-09-30
2024-06-30,Panama-Dolares,1.0,2024-06-30
2024-03-31,Panama-Dolares,1.0,2024-03-31
2023-12-31,Panama-Dolares,1.0,2023-12-31
2023-09-30,Panama-Dolares,1.0,2023-09-30
2023-06-30,Panama-Dolares,1.0,2023-06-30
2023-03-31,Panama-Dolares,1.0,2023-03-31
2022-12-31,Panama-Dolares,1.0,2022-12-31
2022-09-30,Panama-Dolares,1.0,2022-09-30
2022-06-30,Panama-Dolares,1.0,2022-06-30
2022-03-31,Panama-Dolares,1.0,2022-03-31
2021-12-31,Panama-Balboa,1.0,2021-12-31
2021-12-31,Panama-Dolares,1.0,2021-12-31
2021-09-30,Panama-Dolares,1.0,2021-09-30
2021-09-30,Panama-Balboa,1.0,2021-09-30
2021-06-30,Panama-Dolares,1.0,2021-06-30
2021-03-31,Panama-Dolares,1.0,2021-03-31
2020-12-31,Panama-Balboa,8.53,2020-12-31
2020-12-31,Panama-Dolares,1.0,2020-12-31
2020-09-30,Panama-Balboa,1.0,2020-09-30
2020-09-30,Panama-Dolares,1.0,2020-09-30
2020-06-30,Panama-Balboa,1.0,2020-06-30
2020-06-30,Panama-Dolares,1.0,2020-06-30
2020-03-31,Panama-Balboa,1.0,2020-03-31
2020-03-31,Panama-Dolares,1.0,2020-03-31
2019-12-31,Panama-Balboa,1.0,2019-12-31
2019-12-31,Panama-Dolares,1.0,2019-12-31
2019-09-30,PANAMA-BALBOA,1.0,2019-09-30
2019-06-30,PANAMA-BALBOA,1.0,2019-06-30
2019-03-31,PANAMA-BALBOA,1.0,2019-03-31
2018-12-31,PANAMA-BALBOA,1.0,2018-12-31
2018-09-30,PANAMA-BALBOA,1.0,2018-09-30
2018-06-30,PANAMA-BALBOA,1.0,2018-06-30
2018-03-31,PANAMA-BALBOA,1.0,2018-03-31
2017-12-31,PANAMA-BALBOA,1.0,2017-12-31
2017-09-30,PANAMA-BALBOA,1.0,2017-09-30
2017-06-30,PANAMA-BALBOA,1.0,2017-06-30
2017-03-31,PANAMA-BALBOA,1.0,2017-03-31
2016-12-31,PANAMA-BALBOA,1.0,2016-12-31
2016-09-30,PANAMA-BALBOA,1.0,2016-09-30
2016-06-30,PANAMA-BALBOA,1.0,2016-06-30
2016-03-31,PANAMA-BALBOA,1.0,2016-03-31
2015-12-31,PANAMA-BALBOA,1.0,2015-12-31
